Name,Actual_WAR,Predicted_WAR
,3.0,0.9
,2.2,2.6
,6.8,2.5
,-0.1,0.3
,1.6,0.9
,-0.9,1.1
,1.7,1.5
,0.8,1.4
,3.2,2.1
,4.5,3.1
,0.5,0.5
,-0.2,0.8
,0.6,0.6
,2.0,0.3
,2.5,0.7
,0.3,0.1
,0.6,0.3
,-0.1,-0.6
,1.1,1.9
,4.7,2.6
,0.4,3.1
,1.8,2.3
,-0.1,0.7
,2.3,1.7
,0.2,1.0
,0.4,0.2
,-0.1,-0.1
,1.6,0.4
,0.5,0.2
,2.3,2.3
,2.3,2.2
,-0.1,-0.4
,0.3,0.1
,3.8,1.3
,0.2,0.5
,0.3,0.7
,0.5,1.3
,0.2,0.6
,5.4,6.174644735565098
,4.1,1.8
,1.6,0.8
,0.1,0.3
,1.2,0.5
,4.7,3.2
,1.7,2.6
,0.4,1.3
,0.4,0.4
,-0.1,0.1
,1.7,2.0
,2.7,1.2
,3.3,2.5
,0.2,0.5
,-0.8,-0.5
,0.8,0.5
,1.1,0.6
,0.4,1.0
,0.4,0.6
,5.2,1.0
,6.7,1.9
,-0.3,-0.5
,-0.1,-0.3
,0.8,0.8836187823431833
,-0.4,-0.5
,4.2,2.2
,1.2,1.1
,0.9,1.4
,0.6,0.1
,-0.4,-0.4
,1.2,1.4
,-0.1,-0.5
,1.8,0.2
,0.8,1.1
,0.2,0.6
,1.7,2.8
,-0.2,-0.4
,0.5,0.1
,-0.1,0.3
,2.8,4.6
